ITEM CODE,ITEM DESCRIPTION,ITEM TYPE_DUNNAGE,ITEM TYPE_KEGS,ITEM TYPE_LIQUOR,ITEM TYPE_NON-ALCOHOL,ITEM TYPE_REF,ITEM TYPE_STR_SUPPLIES,ITEM TYPE_WINE,ITEM TYPE_Wine
249,12533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
250,33235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,22895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,19362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,19405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,24111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,9552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,4848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,8898,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
259,8899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
261,20664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
262,23808,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
263,23809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
264,17621,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
265,4821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
266,28410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
270,11755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
271,18103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
272,21098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
273,16711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,8031,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,8032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
286,34227,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
288,7060,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
290,17988,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
294,13203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
295,16053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,32102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,28999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
312,23466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,13486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,19367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,13487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326,29243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
328,9743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
329,14353,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
333,24123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,13278,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
335,20930,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
341,28045,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
342,12130,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
344,21073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,32423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
353,4908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
354,4905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
356,4906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
360,1169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
361,30965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
362,13515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
366,17802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
368,2058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,10409,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
376,28635,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
378,8900,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
379,31543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
380,3593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
388,7697,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
392,12514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,16024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
402,16645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
412,7695,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
416,30622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
418,34293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,28780,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,10890,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
427,16692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
429,21299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
439,31820,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
441,31819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
442,26267,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
443,28478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,17121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
446,14025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
448,14956,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
449,15907,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
450,452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
456,6365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
461,25201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
463,34235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
466,15207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
468,27485,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
469,29136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
487,19521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
488,14114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,14113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,14136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,14146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,14189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,14181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
505,4652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,14111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511,23740,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
516,17341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
519,16690,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,14165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,34221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
525,28325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
526,1368,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
530,26111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
531,19373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,8166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
542,12926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
546,20752,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
547,12928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
556,2175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,2190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,20434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,28447,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
571,28601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
573,28602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
574,34019,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
576,12683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
583,5243,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
589,18170,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602,1369,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
604,11662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
608,20824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
609,25198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
615,9285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
618,21067,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
620,3870,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
626,10590,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,34122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
642,21085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
645,26256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
647,26257,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
648,3939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650,26258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,31647,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
659,3131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
662,750,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
663,31054,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
664,13280,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
666,33931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
672,18022,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
674,20215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
679,30159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,29732,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
678,9657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
681,23918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,23893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,19323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,31511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
689,12655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
690,19020,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
691,4116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
693,13669,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
696,29104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
703,18124,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
706,9678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
710,34230,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712,3890,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
719,33953,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
721,3398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
724,7815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
726,30711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
731,23414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
733,10293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
737,17510,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
738,17511,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
739,2744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
740,2765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
741,2766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
742,26374,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
743,20512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
747,17821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
748,12132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
752,26500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,22429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
761,33400,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
763,24819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,25456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
770,10343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
774,17123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
780,34123,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
783,17120,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
787,11739,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
791,30298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,4829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,14128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
804,30358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,12687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
813,12688,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
814,3215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,25856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
819,20596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
821,18924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
822,32972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
839,5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,3327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,34015,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
849,18394,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
851,12056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,17811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
855,17813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,21068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
857,17831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
861,17837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
866,17834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
868,25457,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
871,28903,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
874,12882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
876,1219,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
877,1271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
884,17836,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
885,5888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
886,26683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
889,26840,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
893,18395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
894,30727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
896,16261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
900,23129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
903,12283,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
906,12857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,12881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,11638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
915,17835,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
916,32706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,16262,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920,5050,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
926,14124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,15808,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
934,26779,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
939,32066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
941,33542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
953,34417,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
958,32641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,2231,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
967,12057,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
971,13124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
976,14977,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
982,28122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
983,12900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
991,34013,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
999,5540,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1003,23724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1005,11026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1015,23696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1026,5535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1027,12897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,23736,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1036,26986,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1038,15169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1039,15171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1040,15174,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1054,2082,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,34043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,34047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,7951,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1068,30392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,9845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1071,14163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,6020,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1077,12929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1078,12931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1079,2199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1080,2203,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1083,7879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1084,30668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1086,30679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1088,16855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1092,12079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094,20121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,19354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,33274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,33273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,34014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1106,23707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1107,23738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1108,23739,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1111,4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,23708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1120,18624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,10670,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1124,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,34493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1133,27804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1138,34778,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1148,23732,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1151,18907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1154,19201,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1160,27727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1165,16790,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1174,23152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1182,7720,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1184,15395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,27730,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1199,26322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1203,4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,26323,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,21336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1214,2160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,19249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1220,19250,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1224,15023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1225,19840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,31055,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1235,17021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1237,32962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1244,3997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1247,18730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,18404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,17374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1261,26580,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1269,21312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
